acronym,volume,edition_date,shelf_number,country,dates,pages,id,source_name,source_author,source_URL,notes,reference,type,notes
ACE-3,5,,BNF: LC5-138 (AA),Etats barbaresques,,,"Annales du commerce extérieur. Etats barbaresques. Faits commerciaux, n° 5. BNF : LC5-138 (AA)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,7,,BNF: LC5-138 (AA),Etats barbaresques,,,"Annales du commerce extérieur. Etats barbaresques. Faits commerciaux, n° 7. BNF : LC5-138 (AA)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,1,,BNF: LC5-138 (AA),Etats barbaresques,,,"Annales du commerce extérieur. Etats barbaresques. Faits commerciaux, n°1. BNF : LC5-138 (AA)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,12,,BNF: LC5-138 (AD),Etats-Unis de Colombie,,,"Annales du commerce extérieur. Etats-Unis de Colombie. Faits commerciaux, n° 12. BNF : LC5-138 (AD)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,13,,BNF: LC5-138 (D),Etats-Unis de Colombie,,,"Annales du commerce extérieur. Etats-Unis de Colombie. Faits commerciaux, n° 13. BNF : LC5-138 (D)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,14,,BNF: LC5-138 (D),Etats-Unis de Colombie,,,"Annales du commerce extérieur. Etats-Unis de Colombie. Faits commerciaux, n° 14. BNF : LC5-138 (D)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,1,,BNF: LC5-138 (BY),Grèce,,,"Annales du commerce extérieur. Grèce. Faits commerciaux, n° 1. BNF : LC5-138 (By)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,11,,BNF: LC5-138 (BY),Grèce,,,"Annales du commerce extérieur. Grèce. Faits commerciaux, n° 11. BNF : LC5-138 (By)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,12,,BNF: LC5-138 (BY),Grèce,,,"Annales du commerce extérieur. Grèce. Faits commerciaux, n° 12. BNF : LC5-138 (By)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,13,,BNF: LC5-138 (BY),Grèce,,,"Annales du commerce extérieur. Grèce. Faits commerciaux, n° 13. BNF : LC5-138 (By)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,14,,BNF: LC5-138 (BY),Grèce,,,"Annales du commerce extérieur. Grèce. Faits commerciaux, n° 14. BNF : LC5-138 (By)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,15,,BNF: LC5-138 (BY),Grèce,,,"Annales du commerce extérieur. Grèce. Faits commerciaux, n° 15. BNF : LC5-138 (By)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,2,,BNF: LC5-138 (BY),Grèce,,,"Annales du commerce extérieur. Grèce. Faits commerciaux, n° 2. BNF : LC5-138 (By)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,3,,BNF: LC5-138 (BY),Grèce,,,"Annales du commerce extérieur. Grèce. Faits commerciaux, n° 3. BNF : LC5-138 (By)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,4,,BNF: LC5-138 (BY),Grèce,,,"Annales du commerce extérieur. Grèce. Faits commerciaux, n° 4. BNF : LC5-138 (By)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,6,,BNF: LC5-138 (BY),Grèce,,,"Annales du commerce extérieur. Grèce. Faits commerciaux, n° 6. BNF : LC5-138 (By)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,7,,BNF: LC5-138 (BY),Grèce,,,"Annales du commerce extérieur. Grèce. Faits commerciaux, n° 7. BNF : LC5-138 (By)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,9,,BNF: LC5-138 (BY),Grèce,,,"Annales du commerce extérieur. Grèce. Faits commerciaux, n° 9. BNF : LC5-138 (By)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,1,,BNF: LC5-138 (C),Haïti,,,Annales du commerce extérieur. Haïti. Faits commerciaux n° 1  BNF : LC5-138 (C),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,4,,BNF: LC5-138 (C),Haïti,6/1/1858,,Annales du commerce extérieur. Haïti. Faits commerciaux n° 4 (juin 1858)  BNF : LC5-138 (C),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,5,,BNF: LC5-138 (C),Haïti,2/1/1860,,Annales du commerce extérieur. Haïti. Faits commerciaux n° 5 (fev. 1860)  BNF : LC5-138 (C),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,6,,BNF: LC5-138 (C),Haïti,,,Annales du commerce extérieur. Haïti. Faits commerciaux n° 6  BNF : LC5-138 (C),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,7,,BNF: LC5-138 (C),Haïti,,,Annales du commerce extérieur. Haïti. Faits commerciaux n° 7  BNF : LC5-138 (C),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,8,,BNF: LC5-138 (C),Haïti,,,Annales du commerce extérieur. Haïti. Faits commerciaux n° 8  BNF : LC5-138 (C),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,10,,BNF: LC5-138 (CF),Iles ioniennes,,,"Annales du commerce extérieur. Iles ioniennes. Faits commerciaux, n° 10. BNF : LC5-138 (CF)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,11,,BNF: LC5-138 (CF),Iles ioniennes,,,"Annales du commerce extérieur. Iles ioniennes. Faits commerciaux, n° 11. BNF : LC5-138 (CF)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,7,,BNF: LC5-138 (CF),Iles ioniennes,,,"Annales du commerce extérieur. Iles ioniennes. Faits commerciaux, n° 7. BNF : LC5-138 (CF)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,9,,BNF: LC5-138 (CF),Iles ioniennes,,,"Annales du commerce extérieur. Iles ioniennes. Faits commerciaux, n° 9. BNF : LC5-138 (CF)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,11,,BNF: LC5-138 (AV),Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord,,,Annales du commerce extérieur. Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord. Faits commerciaux n° 11. BNF : LC5-138 (AV).,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,13,,BNF: LC5-138 (AV),Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord,,,Annales du commerce extérieur. Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord. Faits commerciaux n° 13. BNF : LC5-138 (AV).,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,14,,BNF: LC5-138 (AV),Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord,,,Annales du commerce extérieur. Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord. Faits commerciaux n° 14. BNF : LC5-138 (AV).,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,3,,BNF: LC5-138 (AV),Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord,,,Annales du commerce extérieur. Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord. Faits commerciaux n° 3. BNF : LC5-138 (AV),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,4,,BNF: LC5-138 (AV),Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord,,,Annales du commerce extérieur. Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord. Faits commerciaux n° 4. BNF : LC5-138 (AV),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,6,,BNF: LC5-138 (AV),Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord,,,Annales du commerce extérieur. Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord. Faits commerciaux n° 6. BNF : LC5-138 (AV).,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,7,,BNF: LC5-138 (AV),Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord,,,Annales du commerce extérieur. Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord. Faits commerciaux n° 7. BNF : LC5-138 (AV).,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,9,,BNF: LC5-138 (AV),Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord,,,Annales du commerce extérieur. Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord. Faits commerciaux n°9. BNF : LC5-138 (AV).,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,10,,BNF: LC5-138 (CM),Indes occidentales espagnoles,,,Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 10  BNF : LC5-138 (CM).,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,11,,BNF: LC5-138 (CM),Indes occidentales espagnoles,,,Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 11  BNF : LC5-138 (CM),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,12,,BNF: LC5-138 (CM),Indes occidentales espagnoles,,,Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 12.  BNF : LC5-138 (CM),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,13,,BNF: LC5-138 (CM),Indes occidentales espagnoles,,,Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 13  BNF : LC5-138 (CM),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,14,,BNF: LC5-138 (CM),Indes occidentales espagnoles,,,Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 14  BNF : LC5-138 (CM),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,15,,BNF: LC5-138 (CM),Indes occidentales espagnoles,,,Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 15  BNF : LC5-138 (CM),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,16,,BNF: LC5-138 (CM),Indes occidentales espagnoles,,,Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 16  BNF : LC5-138 (CM),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,4,,BNF: LC5-138 (CM),Indes occidentales espagnoles,,,Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 4.  BNF : LC5-138 (CM),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,6,,BNF: LC5-138 (CM),Indes occidentales espagnoles,,,Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 6.  BNF : LC5-138 (CM).,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,6,,BNF: LC5-138 (CM),Indes occidentales espagnoles,,,Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 6. BNF : LC5-138 (CM),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,7,,BNF: LC5-138 (CM),Indes occidentales espagnoles,,,Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 7.  BNF : LC5-138 (CM),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,8,,BNF: LC5-138 (CM),Indes occidentales espagnoles,,,Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 8.  BNF : LC5-138 (CM).,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,9,,BNF: LC5-138 (CM),Indes occidentales espagnoles,,,Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 9.  BNF : LC5-138 (CM).,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,2,,BNF: LC5-138 (C0),Indes occidentales néerlandaises,,,Annales du commerce extérieur. Indes occidentales néerlandaises. Faits commerciaux n° 2. BNF : LC5-138 (C0),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,3,,BNF: LC5-138 (C0),Indes occidentales néerlandaises,,,Annales du commerce extérieur. Indes occidentales néerlandaises. Faits commerciaux n° 3. BNF : LC5-138 (C0),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,1,,BNF: LC5-138 (C0),Indes occidentales néerlandaises,,,"Annales du commerce extérieur. Indes occidentales néerlandaises. Faits commerciaux, n° 1. BNF : LC5-138 (C0)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
